YuShan2020	3.00	1.00	0.00	2.00	0.00	100.00	0.00	33.33	0.00	66.67	2
AHUT-SC	4.00	1.00	0.00	5.00	1.00	50.00	50.00	50.00	25.00	25.00	2
YuShan2020	11.00	8.00	0.00	10.00	0.00	81.82	18.18	63.64	18.18	18.18	0
AHUT-SC	2.00	2.00	0.00	6.00	1.00	100.00	0.00	0.00	100.00	0.00	1
YuShan2017	5.00	4.00	0.00	4.00	1.00	100.00	0.00	40.00	20.00	40.00	0
AHUT-SC	9.00	1.00	0.00	9.00	0.00	88.89	11.11	77.78	11.11	11.11	6
YuShan2017	7.00	2.00	1.00	1.00	2.00	85.71	14.29	42.86	14.29	42.86	0
AHUT-SC	9.00	4.00	2.00	9.00	0.00	88.89	11.11	44.44	33.33	22.22	1
HELIOS2019	10.00	4.00	3.00	8.00	1.00	60.00	40.00	30.00	30.00	40.00	0
AHUT-SC	4.00	2.00	0.00	3.00	0.00	50.00	50.00	75.00	0.00	25.00	1
HELIOS2019	3.00	0.00	0.00	0.00	2.00	100.00	0.00	0.00	100.00	0.00	1
AHUT-SC	5.00	3.00	0.00	4.00	0.00	100.00	0.00	20.00	40.00	40.00	0
HELIOS2018	1.00	1.00	0.00	3.00	0.00	100.00	0.00	0.00	0.00	100.00	2
AHUT-SC	9.00	1.00	3.00	0.00	1.00	88.89	11.11	44.44	33.33	22.22	0
CYRUS2019	5.00	2.00	2.00	3.00	0.00	60.00	40.00	20.00	40.00	40.00	1
AHUT-SC	4.00	2.00	0.00	0.00	0.00	100.00	0.00	100.00	0.00	0.00	2
CYRUS2019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	10.00	6.00	2.00	14.00	1.00	70.00	30.00	70.00	20.00	10.00	0
CYRUS2018	4.00	2.00	1.00	4.00	0.00	75.00	25.00	75.00	0.00	25.00	0
AHUT-SC	18.00	8.00	10.00	12.00	0.00	66.67	33.33	27.78	33.33	38.89	2
AHUT-SC	6.00	5.00	0.00	5.00	0.00	66.67	33.33	50.00	33.33	16.67	2
YuShan2020	3.00	2.00	0.00	5.00	0.00	0.00	100.00	0.00	100.00	0.00	0
AHUT-SC	13.00	6.00	1.00	7.00	0.00	53.85	46.15	30.77	46.15	23.08	4
YuShan2017	8.00	6.00	1.00	3.00	0.00	50.00	50.00	37.50	37.50	25.00	0
AHUT-SC	2.00	0.00	0.00	0.00	0.00	100.00	0.00	100.00	0.00	0.00	2
MT2018SJB	5.00	1.00	0.00	3.00	4.00	80.00	20.00	40.00	40.00	20.00	0
AHUT-SC	5.00	1.00	1.00	2.00	0.00	80.00	20.00	60.00	20.00	20.00	1
MT2018SJB	6.00	3.00	0.00	9.00	3.00	100.00	0.00	33.33	50.00	16.67	0
AHUT-SC	2.00	3.00	0.00	6.00	0.00	100.00	0.00	0.00	100.00	0.00	4
MT2018SJB	14.00	5.00	0.00	9.00	6.00	71.43	28.57	28.57	50.00	21.43	0
AHUT-SC	3.00	3.00	0.00	0.00	0.00	66.67	33.33	100.00	0.00	0.00	0
HELIOS2019	2.00	1.00	1.00	1.00	0.00	100.00	0.00	0.00	0.00	100.00	0
AHUT-SC	5.00	2.00	2.00	1.00	0.00	80.00	20.00	60.00	40.00	0.00	0
HELIOS2018	3.00	0.00	0.00	1.00	1.00	66.67	33.33	33.33	66.67	0.00	2
AHUT-SC	13.00	4.00	5.00	9.00	1.00	76.92	23.08	38.46	30.77	30.77	0
HELIOS2018	3.00	1.00	0.00	1.00	0.00	0.00	100.00	33.33	33.33	33.33	1
AHUT-SC	3.00	2.00	0.00	7.00	0.00	66.67	33.33	33.33	66.67	0.00	0
Fractals2019	1.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	100.00	0.00	0
AHUT-SC	12.00	5.00	1.00	10.00	2.00	50.00	50.00	66.67	25.00	8.33	1
Fractals2019	1.00	1.00	0.00	3.00	1.00	100.00	0.00	100.00	0.00	0.00	0
AHUT-SC	9.00	5.00	1.00	6.00	0.00	55.56	44.44	33.33	44.44	22.22	2
Fractals2019	4.00	1.00	2.00	0.00	0.00	75.00	25.00	25.00	50.00	25.00	0
AHUT-SC	9.00	7.00	2.00	8.00	0.00	66.67	33.33	22.22	55.56	22.22	2
CYRUS2019	3.00	2.00	1.00	1.00	0.00	33.33	66.67	66.67	33.33	0.00	0
AHUT-SC	6.00	3.00	1.00	6.00	1.00	83.33	16.67	50.00	50.00	0.00	1
CYRUS2018	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	7.00	3.00	2.00	9.00	0.00	100.00	0.00	42.86	28.57	28.57	0
CYRUS2018	3.00	1.00	0.00	0.00	0.00	100.00	0.00	66.67	33.33	0.00	2
