YuShan2020	7.00	4.00	1.00	4.00	4.00	57.14	42.86	14.29	28.57	57.14	2
AHUT-SC	5.00	2.00	2.00	5.00	2.00	80.00	20.00	40.00	40.00	20.00	2
YuShan2020	2.00	0.00	1.00	0.00	1.00	50.00	50.00	50.00	0.00	50.00	0
AHUT-SC	2.00	1.00	1.00	1.00	2.00	100.00	0.00	0.00	50.00	50.00	1
YuShan2017	6.00	2.00	1.00	1.00	6.00	66.67	33.33	16.67	50.00	33.33	0
AHUT-SC	26.00	7.00	12.00	14.00	2.00	92.31	7.69	11.54	61.54	26.92	6
YuShan2017	10.00	0.00	6.00	4.00	1.00	80.00	20.00	30.00	40.00	30.00	0
AHUT-SC	14.00	5.00	6.00	6.00	5.00	78.57	21.43	7.14	50.00	42.86	1
HELIOS2019	13.00	2.00	10.00	2.00	2.00	76.92	23.08	7.69	69.23	23.08	0
AHUT-SC	20.00	5.00	13.00	4.00	2.00	80.00	20.00	30.00	40.00	30.00	1
HELIOS2019	4.00	2.00	0.00	1.00	1.00	50.00	50.00	50.00	25.00	25.00	1
AHUT-SC	14.00	0.00	12.00	5.00	0.00	85.71	14.29	7.14	57.14	35.71	0
HELIOS2018	12.00	4.00	3.00	8.00	4.00	83.33	16.67	25.00	16.67	58.33	2
AHUT-SC	1.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	100.00	0.00	0
CYRUS2019	13.00	8.00	4.00	14.00	4.00	69.23	30.77	15.38	23.08	61.54	1
AHUT-SC	4.00	2.00	0.00	0.00	1.00	75.00	25.00	0.00	100.00	0.00	2
CYRUS2019	10.00	3.00	5.00	7.00	2.00	100.00	0.00	20.00	40.00	40.00	0
AHUT-SC	10.00	2.00	7.00	4.00	3.00	80.00	20.00	10.00	70.00	20.00	0
CYRUS2018	6.00	5.00	0.00	6.00	3.00	66.67	33.33	66.67	33.33	0.00	0
AHUT-SC	4.00	1.00	1.00	6.00	1.00	75.00	25.00	0.00	100.00	0.00	2
AHUT-SC	7.00	0.00	3.00	4.00	1.00	57.14	42.86	0.00	28.57	71.43	2
YuShan2020	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	25.00	11.00	9.00	14.00	6.00	68.00	32.00	36.00	28.00	36.00	4
YuShan2017	6.00	0.00	4.00	3.00	2.00	100.00	0.00	0.00	16.67	83.33	0
AHUT-SC	24.00	5.00	14.00	15.00	4.00	91.67	8.33	37.50	37.50	25.00	2
MT2018SJB	6.00	1.00	4.00	8.00	1.00	66.67	33.33	0.00	33.33	66.67	0
AHUT-SC	13.00	3.00	8.00	7.00	2.00	76.92	23.08	15.38	30.77	53.85	1
MT2018SJB	3.00	1.00	2.00	0.00	1.00	100.00	0.00	33.33	33.33	33.33	0
AHUT-SC	18.00	7.00	8.00	13.00	5.00	61.11	38.89	11.11	50.00	38.89	4
MT2018SJB	16.00	7.00	9.00	7.00	0.00	87.50	12.50	12.50	31.25	56.25	0
AHUT-SC	1.00	0.00	0.00	0.00	1.00	100.00	0.00	0.00	100.00	0.00	0
HELIOS2019	8.00	3.00	4.00	8.00	2.00	75.00	25.00	25.00	37.50	37.50	0
AHUT-SC	5.00	0.00	4.00	2.00	3.00	80.00	20.00	20.00	40.00	40.00	0
HELIOS2018	5.00	2.00	1.00	2.00	1.00	60.00	40.00	0.00	100.00	0.00	2
AHUT-SC	8.00	0.00	7.00	4.00	1.00	87.50	12.50	25.00	50.00	25.00	0
HELIOS2018	6.00	1.00	2.00	2.00	4.00	100.00	0.00	33.33	33.33	33.33	1
AHUT-SC	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
Fractals2019	1.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	100.00	0
AHUT-SC	9.00	1.00	4.00	6.00	1.00	88.89	11.11	22.22	55.56	22.22	1
Fractals2019	2.00	1.00	1.00	0.00	3.00	50.00	50.00	0.00	100.00	0.00	0
AHUT-SC	11.00	0.00	7.00	7.00	1.00	72.73	27.27	9.09	45.45	45.45	2
Fractals2019	5.00	0.00	3.00	2.00	1.00	60.00	40.00	0.00	40.00	60.00	0
AHUT-SC	10.00	1.00	7.00	7.00	2.00	90.00	10.00	20.00	40.00	40.00	2
CYRUS2019	13.00	4.00	8.00	10.00	2.00	92.31	7.69	38.46	15.38	46.15	0
AHUT-SC	6.00	0.00	5.00	10.00	0.00	100.00	0.00	33.33	16.67	50.00	1
CYRUS2018	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0
AHUT-SC	12.00	1.00	10.00	9.00	3.00	83.33	16.67	8.33	33.33	58.33	0
CYRUS2018	4.00	3.00	0.00	2.00	2.00	25.00	75.00	25.00	25.00	50.00	2
