YuShan2020	167.00	65.00	106.00	76.00	1.00	73.05	26.95	17.96	49.70	32.34	2
AHUT-SC	203.00	56.00	146.00	76.00	4.00	75.86	24.14	21.67	51.72	26.60	2
YuShan2020	98.00	38.00	59.00	34.00	2.00	74.49	25.51	23.47	50.00	26.53	0
AHUT-SC	253.00	75.00	176.00	118.00	4.00	74.31	25.69	20.55	56.52	22.92	1
YuShan2017	12.00	3.00	8.00	2.00	1.00	75.00	25.00	8.33	66.67	25.00	0
AHUT-SC	70.00	20.00	48.00	33.00	1.00	87.14	12.86	22.86	55.71	21.43	6
YuShan2017	48.00	10.00	35.00	8.00	3.00	87.50	12.50	8.33	33.33	58.33	0
AHUT-SC	110.00	30.00	74.00	44.00	2.00	82.73	17.27	24.55	46.36	29.09	1
HELIOS2019	82.00	23.00	53.00	39.00	0.00	73.17	26.83	19.51	50.00	30.49	0
AHUT-SC	56.00	14.00	38.00	17.00	4.00	75.00	25.00	16.07	48.21	35.71	1
HELIOS2019	131.00	47.00	80.00	56.00	1.00	79.39	20.61	22.14	43.51	34.35	1
AHUT-SC	99.00	29.00	73.00	48.00	1.00	73.74	26.26	21.21	58.59	20.20	0
HELIOS2018	123.00	43.00	68.00	47.00	6.00	74.80	25.20	30.89	49.59	19.51	2
AHUT-SC	84.00	23.00	64.00	38.00	3.00	78.57	21.43	16.67	50.00	33.33	0
CYRUS2019	98.00	32.00	62.00	32.00	2.00	73.47	26.53	21.43	34.69	43.88	1
AHUT-SC	45.00	11.00	35.00	13.00	0.00	66.67	33.33	20.00	60.00	20.00	2
CYRUS2019	95.00	37.00	66.00	39.00	0.00	85.26	14.74	23.16	32.63	44.21	0
AHUT-SC	122.00	35.00	85.00	41.00	3.00	80.33	19.67	18.03	58.20	23.77	0
CYRUS2018	128.00	50.00	71.00	59.00	1.00	82.03	17.97	27.34	36.72	35.94	0
AHUT-SC	120.00	31.00	83.00	37.00	4.00	75.00	25.00	25.83	50.83	23.33	2
AHUT-SC	188.00	55.00	130.00	80.00	3.00	77.13	22.87	21.28	42.55	36.17	2
YuShan2020	136.00	45.00	89.00	50.00	6.00	75.74	24.26	22.79	44.12	33.09	0
AHUT-SC	138.00	47.00	88.00	65.00	1.00	80.43	19.57	18.84	60.14	21.01	4
YuShan2017	20.00	1.00	16.00	0.00	2.00	85.00	15.00	15.00	45.00	40.00	0
AHUT-SC	140.00	23.00	110.00	40.00	2.00	80.71	19.29	13.57	42.14	44.29	2
MT2018SJB	99.00	21.00	72.00	33.00	3.00	80.81	19.19	15.15	28.28	56.57	0
AHUT-SC	93.00	26.00	67.00	31.00	2.00	76.34	23.66	21.51	55.91	22.58	1
MT2018SJB	101.00	27.00	69.00	41.00	2.00	84.16	15.84	14.85	45.54	39.60	0
AHUT-SC	168.00	30.00	135.00	62.00	1.00	82.14	17.86	21.43	54.76	23.81	4
MT2018SJB	57.00	17.00	34.00	29.00	4.00	77.19	22.81	17.54	47.37	35.09	0
AHUT-SC	160.00	51.00	112.00	86.00	4.00	77.50	22.50	23.12	48.12	28.75	0
HELIOS2019	88.00	28.00	62.00	34.00	1.00	71.59	28.41	23.86	36.36	39.77	0
AHUT-SC	76.00	13.00	57.00	30.00	3.00	81.58	18.42	14.47	64.47	21.05	0
HELIOS2018	152.00	41.00	97.00	58.00	3.00	75.66	24.34	29.61	48.68	21.71	2
AHUT-SC	90.00	30.00	62.00	44.00	3.00	84.44	15.56	23.33	41.11	35.56	0
HELIOS2018	112.00	35.00	72.00	39.00	4.00	76.79	23.21	22.32	50.89	26.79	1
AHUT-SC	163.00	48.00	113.00	46.00	4.00	71.78	28.22	22.70	49.08	28.22	0
Fractals2019	35.00	13.00	21.00	5.00	3.00	74.29	25.71	25.71	37.14	37.14	0
AHUT-SC	174.00	46.00	125.00	55.00	3.00	75.86	24.14	21.26	54.60	24.14	1
Fractals2019	43.00	16.00	20.00	14.00	1.00	76.74	23.26	9.30	48.84	41.86	0
AHUT-SC	235.00	66.00	163.00	84.00	6.00	76.60	23.40	24.68	54.89	20.43	2
Fractals2019	45.00	13.00	30.00	11.00	0.00	80.00	20.00	17.78	46.67	35.56	0
AHUT-SC	114.00	27.00	85.00	57.00	1.00	80.70	19.30	21.05	55.26	23.68	2
CYRUS2019	104.00	39.00	58.00	50.00	0.00	76.92	23.08	23.08	43.27	33.65	0
AHUT-SC	168.00	53.00	116.00	58.00	3.00	83.33	16.67	23.81	46.43	29.76	1
CYRUS2018	95.00	29.00	60.00	34.00	3.00	83.16	16.84	18.95	57.89	23.16	0
AHUT-SC	123.00	43.00	81.00	49.00	3.00	81.30	18.70	23.58	45.53	30.89	0
CYRUS2018	100.00	50.00	54.00	53.00	1.00	84.00	16.00	31.00	39.00	30.00	2
