MT2018SJB	 27.42	 15.66	 4.27	 5.93	 10.59	 7.61	 6.04	 4.76	 3.19	 5.25	 4.37	 6.31	 0.0	 5
AHUT-SC	 42.86	 8.33	 0.0	 0.0	 4.76	 0.0	 4.76	 9.52	 8.33	 8.33	 4.76	 8.33	 2.33	 6
MT2018SJB	 33.33	 16.67	 33.33	 0.0	 16.67	 0.0	 4.76	 0.0	 0.0	 0.0	 4.76	 0.0	 0.0	 6
AHUT-SC	 26.67	 33.33	 0.0	 16.67	 16.67	 0.0	 0.0	 0.0	 0.0	 0.0	 6.67	 0.0	 2.33	 7
MT2018SJB	 48.25	 22.86	 2.38	 0.0	 10.32	 0.0	 0.0	 9.05	 2.38	 0.0	 6.67	 2.38	 0.0	 7
AHUT-SC	 38.74	 20.48	 9.59	 4.91	 2.81	 3.8	 2.48	 2.78	 3.54	 4.0	 4.29	 2.58	 3.67	 0
YuShan2017	 40.48	 15.87	 1.59	 1.59	 0.0	 0.0	 2.48	 2.38	 2.38	 2.38	 4.29	 0.0	 0.0	 0
AHUT-SC	 26.5	 20.07	 15.17	 3.9	 8.71	 5.28	 6.33	 5.0	 4.0	 1.33	 2.38	 1.33	 3.67	 1
YuShan2017	 43.33	 26.67	 5.56	 3.33	 0.0	 3.33	 6.33	 5.56	 3.33	 8.89	 2.38	 0.0	 0.0	 1
AHUT-SC	 32.87	 19.5	 12.28	 4.69	 9.05	 5.04	 2.6	 2.83	 2.46	 2.28	 3.49	 2.9	 3.67	 2
YuShan2017	 42.22	 17.78	 10.55	 5.42	 0.69	 5.83	 2.6	 0.0	 5.83	 3.33	 3.49	 0.0	 0.0	 2
AHUT-SC	 22.02	 12.62	 12.51	 8.46	 8.17	 4.35	 2.67	 8.34	 5.68	 5.56	 4.17	 5.45	 3.67	 3
YuShan2017	 50.3	 19.1	 8.15	 4.34	 3.78	 3.0	 2.67	 2.16	 2.45	 1.1	 4.17	 1.23	 0.0	 3
AHUT-SC	 40.78	 19.28	 9.52	 4.51	 3.41	 5.01	 3.46	 3.98	 2.89	 2.13	 2.89	 2.12	 3.67	 4
YuShan2017	 39.9	 6.73	 10.2	 4.17	 11.38	 10.2	 3.46	 8.12	 2.08	 2.56	 2.89	 0.0	 0.0	 4
AHUT-SC	 25.82	 18.42	 11.16	 6.89	 5.88	 8.14	 4.39	 7.39	 1.75	 2.01	 3.14	 5.01	 3.67	 5
YuShan2017	 14.07	 11.55	 10.58	 1.73	 14.34	 8.0	 4.39	 10.65	 9.9	 4.32	 3.14	 5.22	 0.0	 5
AHUT-SC	 22.22	 36.11	 3.7	 11.11	 0.0	 8.33	 0.0	 3.7	 3.7	 3.7	 3.7	 3.7	 3.67	 6
YuShan2017	 34.92	 14.29	 15.87	 10.32	 4.76	 0.0	 0.0	 0.0	 0.0	 15.08	 3.7	 0.0	 0.0	 6
